{'loss': '0.6068', 'grad_norm': '5.74', 'learning_rate': '4.979e-05', 'rewards/chosen': '-0.5686', 'rewards/rejected': '-0.7964', 'rewards/accuracies': '0.6844', 'rewards/margins': '0.2278', 'logps/chosen': '-18.38', 'logps/rejected': '-20.99', 'logits/chosen': '-95.38', 'logits/rejected': '-94.87', 'epoch': '0.004751'}
{'loss': '0.1262', 'grad_norm': '3.109', 'learning_rate': '1.297e-05', 'rewards/chosen': '-0.03765', 'rewards/rejected': '-4.875', 'rewards/accuracies': '0.95', 'rewards/margins': '4.837', 'logps/chosen': '-13.04', 'logps/rejected': '-61.74', 'logits/chosen': '-107.3', 'logits/rejected': '-99.12', 'epoch': '0.7411'}
{'loss': '0.2052', 'grad_norm': '2.951', 'learning_rate': '1.273e-05', 'rewards/chosen': '-0.1884', 'rewards/rejected': '-4.691', 'rewards/accuracies': '0.9281', 'rewards/margins': '4.503', 'logps/chosen': '-14.59', 'logps/rejected': '-59.88', 'logits/chosen': '-105.4', 'logits/rejected': '-97.39', 'epoch': '0.7458'}
{'loss': '0.2561', 'grad_norm': '2.889', 'learning_rate': '1.249e-05', 'rewards/chosen': '-0.2613', 'rewards/rejected': '-4.353', 'rewards/accuracies': '0.9156', 'rewards/margins': '4.092', 'logps/chosen': '-15.25', 'logps/rejected': '-56.49', 'logits/chosen': '-105.6', 'logits/rejected': '-99.19', 'epoch': '0.7506'}
{'loss': '0.1482', 'grad_norm': '1.372', 'learning_rate': '1.226e-05', 'rewards/chosen': '-0.2819', 'rewards/rejected': '-4.177', 'rewards/accuracies': '0.9469', 'rewards/margins': '3.895', 'logps/chosen': '-15.54', 'logps/rejected': '-54.78', 'logits/chosen': '-106.9', 'logits/rejected': '-100.6', 'epoch': '0.7553'}
{'loss': '0.1342', 'grad_norm': '1.378', 'learning_rate': '1.202e-05', 'rewards/chosen': '-0.2666', 'rewards/rejected': '-4.187', 'rewards/accuracies': '0.95', 'rewards/margins': '3.921', 'logps/chosen': '-15.44', 'logps/rejected': '-54.98', 'logits/chosen': '-107.1', 'logits/rejected': '-100.3', 'epoch': '0.7601'}
{'loss': '0.1322', 'grad_norm': '0.7172', 'learning_rate': '1.178e-05', 'rewards/chosen': '-0.1912', 'rewards/rejected': '-4.353', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.162', 'logps/chosen': '-14.55', 'logps/rejected': '-56.47', 'logits/chosen': '-107.2', 'logits/rejected': '-100.7', 'epoch': '0.7648'}
{'loss': '0.1762', 'grad_norm': '2.62', 'learning_rate': '1.154e-05', 'rewards/chosen': '-0.2581', 'rewards/rejected': '-4.331', 'rewards/accuracies': '0.9281', 'rewards/margins': '4.073', 'logps/chosen': '-15.34', 'logps/rejected': '-56.35', 'logits/chosen': '-107.4', 'logits/rejected': '-101', 'epoch': '0.7696'}
{'loss': '0.1178', 'grad_norm': '1.586', 'learning_rate': '1.131e-05', 'rewards/chosen': '-0.232', 'rewards/rejected': '-4.425', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.193', 'logps/chosen': '-15.05', 'logps/rejected': '-57.25', 'logits/chosen': '-108.4', 'logits/rejected': '-102.4', 'epoch': '0.7743'}
{'loss': '0.1295', 'grad_norm': '0.9229', 'learning_rate': '1.107e-05', 'rewards/chosen': '-0.2038', 'rewards/rejected': '-4.504', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.301', 'logps/chosen': '-14.74', 'logps/rejected': '-58.08', 'logits/chosen': '-107.7', 'logits/rejected': '-100.5', 'epoch': '0.7791'}
{'loss': '0.116', 'grad_norm': '3.134', 'learning_rate': '1.083e-05', 'rewards/chosen': '-0.1537', 'rewards/rejected': '-4.682', 'rewards/accuracies': '0.9656', 'rewards/margins': '4.528', 'logps/chosen': '-14.12', 'logps/rejected': '-59.76', 'logits/chosen': '-106.3', 'logits/rejected': '-99.24', 'epoch': '0.7838'}
{'loss': '0.1383', 'grad_norm': '3.195', 'learning_rate': '1.059e-05', 'rewards/chosen': '-0.117', 'rewards/rejected': '-4.898', 'rewards/accuracies': '0.9594', 'rewards/margins': '4.781', 'logps/chosen': '-13.79', 'logps/rejected': '-61.86', 'logits/chosen': '-107.9', 'logits/rejected': '-100.7', 'epoch': '0.7886'}
{'loss': '0.1547', 'grad_norm': '3.536', 'learning_rate': '1.036e-05', 'rewards/chosen': '-0.1308', 'rewards/rejected': '-4.971', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.84', 'logps/chosen': '-14.09', 'logps/rejected': '-62.73', 'logits/chosen': '-107.4', 'logits/rejected': '-98.3', 'epoch': '0.7933'}
{'loss': '0.1392', 'grad_norm': '2.499', 'learning_rate': '1.012e-05', 'rewards/chosen': '-0.2705', 'rewards/rejected': '-4.703', 'rewards/accuracies': '0.9406', 'rewards/margins': '4.433', 'logps/chosen': '-15.38', 'logps/rejected': '-60', 'logits/chosen': '-109.4', 'logits/rejected': '-102.2', 'epoch': '0.7981'}
{'loss': '0.2255', 'grad_norm': '3.543', 'learning_rate': '9.881e-06', 'rewards/chosen': '-0.3158', 'rewards/rejected': '-4.49', 'rewards/accuracies': '0.9187', 'rewards/margins': '4.174', 'logps/chosen': '-15.87', 'logps/rejected': '-57.9', 'logits/chosen': '-109.3', 'logits/rejected': '-101.2', 'epoch': '0.8029'}
{'loss': '0.1694', 'grad_norm': '1.489', 'learning_rate': '9.644e-06', 'rewards/chosen': '-0.28', 'rewards/rejected': '-4.521', 'rewards/accuracies': '0.9281', 'rewards/margins': '4.241', 'logps/chosen': '-15.51', 'logps/rejected': '-58.21', 'logits/chosen': '-108.3', 'logits/rejected': '-100.3', 'epoch': '0.8076'}
{'loss': '0.1358', 'grad_norm': '3.409', 'learning_rate': '9.406e-06', 'rewards/chosen': '-0.3005', 'rewards/rejected': '-4.492', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.192', 'logps/chosen': '-15.66', 'logps/rejected': '-57.83', 'logits/chosen': '-107.7', 'logits/rejected': '-99.61', 'epoch': '0.8124'}
{'loss': '0.1546', 'grad_norm': '1.486', 'learning_rate': '9.169e-06', 'rewards/chosen': '-0.2891', 'rewards/rejected': '-4.513', 'rewards/accuracies': '0.95', 'rewards/margins': '4.224', 'logps/chosen': '-15.62', 'logps/rejected': '-58.13', 'logits/chosen': '-107.5', 'logits/rejected': '-99', 'epoch': '0.8171'}
{'loss': '0.1961', 'grad_norm': '6.033', 'learning_rate': '8.931e-06', 'rewards/chosen': '-0.3764', 'rewards/rejected': '-4.372', 'rewards/accuracies': '0.9344', 'rewards/margins': '3.995', 'logps/chosen': '-16.52', 'logps/rejected': '-56.75', 'logits/chosen': '-108.5', 'logits/rejected': '-100.3', 'epoch': '0.8219'}
{'loss': '0.1666', 'grad_norm': '1.256', 'learning_rate': '8.694e-06', 'rewards/chosen': '-0.2855', 'rewards/rejected': '-4.375', 'rewards/accuracies': '0.9312', 'rewards/margins': '4.09', 'logps/chosen': '-15.55', 'logps/rejected': '-56.73', 'logits/chosen': '-106.8', 'logits/rejected': '-99.41', 'epoch': '0.8266'}
{'loss': '0.1073', 'grad_norm': '2.536', 'learning_rate': '8.456e-06', 'rewards/chosen': '-0.1233', 'rewards/rejected': '-4.806', 'rewards/accuracies': '0.9656', 'rewards/margins': '4.683', 'logps/chosen': '-14.01', 'logps/rejected': '-61.07', 'logits/chosen': '-106.6', 'logits/rejected': '-97.29', 'epoch': '0.8314'}
{'loss': '0.1637', 'grad_norm': '2.605', 'learning_rate': '8.219e-06', 'rewards/chosen': '-0.2295', 'rewards/rejected': '-4.706', 'rewards/accuracies': '0.95', 'rewards/margins': '4.476', 'logps/chosen': '-14.98', 'logps/rejected': '-60.07', 'logits/chosen': '-106.3', 'logits/rejected': '-97.79', 'epoch': '0.8361'}
{'loss': '0.1657', 'grad_norm': '2.684', 'learning_rate': '7.981e-06', 'rewards/chosen': '-0.2521', 'rewards/rejected': '-4.538', 'rewards/accuracies': '0.9438', 'rewards/margins': '4.286', 'logps/chosen': '-15.28', 'logps/rejected': '-58.42', 'logits/chosen': '-108', 'logits/rejected': '-99.55', 'epoch': '0.8409'}
{'loss': '0.119', 'grad_norm': '1.473', 'learning_rate': '7.743e-06', 'rewards/chosen': '-0.1726', 'rewards/rejected': '-4.592', 'rewards/accuracies': '0.9594', 'rewards/margins': '4.419', 'logps/chosen': '-14.43', 'logps/rejected': '-58.92', 'logits/chosen': '-108.4', 'logits/rejected': '-100.4', 'epoch': '0.8456'}
{'loss': '0.1503', 'grad_norm': '2.799', 'learning_rate': '7.506e-06', 'rewards/chosen': '-0.21', 'rewards/rejected': '-4.652', 'rewards/accuracies': '0.95', 'rewards/margins': '4.442', 'logps/chosen': '-14.9', 'logps/rejected': '-59.58', 'logits/chosen': '-108.9', 'logits/rejected': '-100.2', 'epoch': '0.8504'}
{'loss': '0.1301', 'grad_norm': '0.8656', 'learning_rate': '7.268e-06', 'rewards/chosen': '-0.1744', 'rewards/rejected': '-4.724', 'rewards/accuracies': '0.9563', 'rewards/margins': '4.549', 'logps/chosen': '-14.34', 'logps/rejected': '-60.15', 'logits/chosen': '-109.1', 'logits/rejected': '-100.4', 'epoch': '0.8551'}
{'loss': '0.1751', 'grad_norm': '1.179', 'learning_rate': '7.031e-06', 'rewards/chosen': '-0.2667', 'rewards/rejected': '-4.479', 'rewards/accuracies': '0.95', 'rewards/margins': '4.213', 'logps/chosen': '-15.31', 'logps/rejected': '-57.76', 'logits/chosen': '-108.8', 'logits/rejected': '-101', 'epoch': '0.8599'}
{'loss': '0.1501', 'grad_norm': '5.318', 'learning_rate': '6.793e-06', 'rewards/chosen': '-0.2304', 'rewards/rejected': '-4.407', 'rewards/accuracies': '0.9406', 'rewards/margins': '4.177', 'logps/chosen': '-15.16', 'logps/rejected': '-57.18', 'logits/chosen': '-110.3', 'logits/rejected': '-101.9', 'epoch': '0.8646'}
{'loss': '0.1144', 'grad_norm': '4.247', 'learning_rate': '6.556e-06', 'rewards/chosen': '-0.1583', 'rewards/rejected': '-4.677', 'rewards/accuracies': '0.95', 'rewards/margins': '4.519', 'logps/chosen': '-14.23', 'logps/rejected': '-59.72', 'logits/chosen': '-109.6', 'logits/rejected': '-102.1', 'epoch': '0.8694'}
{'loss': '0.1284', 'grad_norm': '5.947', 'learning_rate': '6.318e-06', 'rewards/chosen': '-0.1158', 'rewards/rejected': '-4.86', 'rewards/accuracies': '0.9625', 'rewards/margins': '4.745', 'logps/chosen': '-13.94', 'logps/rejected': '-61.7', 'logits/chosen': '-110.2', 'logits/rejected': '-100.8', 'epoch': '0.8741'}
{'loss': '0.1447', 'grad_norm': '6.543', 'learning_rate': '6.081e-06', 'rewards/chosen': '-0.1809', 'rewards/rejected': '-4.74', 'rewards/accuracies': '0.9406', 'rewards/margins': '4.559', 'logps/chosen': '-14.55', 'logps/rejected': '-60.44', 'logits/chosen': '-109.7', 'logits/rejected': '-101.4', 'epoch': '0.8789'}
{'loss': '0.185', 'grad_norm': '0.4475', 'learning_rate': '5.843e-06', 'rewards/chosen': '-0.1908', 'rewards/rejected': '-4.803', 'rewards/accuracies': '0.9312', 'rewards/margins': '4.613', 'logps/chosen': '-14.53', 'logps/rejected': '-60.94', 'logits/chosen': '-109.8', 'logits/rejected': '-100.9', 'epoch': '0.8836'}
{'loss': '0.1286', 'grad_norm': '2.837', 'learning_rate': '5.606e-06', 'rewards/chosen': '-0.1469', 'rewards/rejected': '-4.821', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.675', 'logps/chosen': '-14.12', 'logps/rejected': '-61.17', 'logits/chosen': '-111.1', 'logits/rejected': '-102', 'epoch': '0.8884'}
{'loss': '0.1484', 'grad_norm': '0.9323', 'learning_rate': '5.368e-06', 'rewards/chosen': '-0.1985', 'rewards/rejected': '-4.779', 'rewards/accuracies': '0.9438', 'rewards/margins': '4.58', 'logps/chosen': '-14.64', 'logps/rejected': '-60.76', 'logits/chosen': '-110.2', 'logits/rejected': '-101.5', 'epoch': '0.8931'}
{'loss': '0.1933', 'grad_norm': '1.099', 'learning_rate': '5.131e-06', 'rewards/chosen': '-0.2462', 'rewards/rejected': '-4.729', 'rewards/accuracies': '0.9406', 'rewards/margins': '4.483', 'logps/chosen': '-15.08', 'logps/rejected': '-60.19', 'logits/chosen': '-110.3', 'logits/rejected': '-102', 'epoch': '0.8979'}
{'loss': '0.1168', 'grad_norm': '2.02', 'learning_rate': '4.893e-06', 'rewards/chosen': '-0.1931', 'rewards/rejected': '-4.717', 'rewards/accuracies': '0.9688', 'rewards/margins': '4.523', 'logps/chosen': '-14.49', 'logps/rejected': '-60.05', 'logits/chosen': '-110.3', 'logits/rejected': '-101.9', 'epoch': '0.9026'}
{'loss': '0.1496', 'grad_norm': '1.369', 'learning_rate': '4.656e-06', 'rewards/chosen': '-0.2219', 'rewards/rejected': '-4.642', 'rewards/accuracies': '0.95', 'rewards/margins': '4.42', 'logps/chosen': '-14.88', 'logps/rejected': '-59.37', 'logits/chosen': '-110.9', 'logits/rejected': '-101.2', 'epoch': '0.9074'}
{'loss': '0.1368', 'grad_norm': '3.207', 'learning_rate': '4.418e-06', 'rewards/chosen': '-0.2124', 'rewards/rejected': '-4.68', 'rewards/accuracies': '0.95', 'rewards/margins': '4.468', 'logps/chosen': '-14.86', 'logps/rejected': '-59.82', 'logits/chosen': '-109.5', 'logits/rejected': '-100.6', 'epoch': '0.9121'}
{'loss': '0.1185', 'grad_norm': '1.989', 'learning_rate': '4.181e-06', 'rewards/chosen': '-0.1853', 'rewards/rejected': '-4.681', 'rewards/accuracies': '0.9531', 'rewards/margins': '4.496', 'logps/chosen': '-14.5', 'logps/rejected': '-59.76', 'logits/chosen': '-109.5', 'logits/rejected': '-100.5', 'epoch': '0.9169'}
{'loss': '0.1093', 'grad_norm': '2.537', 'learning_rate': '3.943e-06', 'rewards/chosen': '-0.1569', 'rewards/rejected': '-4.739', 'rewards/accuracies': '0.9563', 'rewards/margins': '4.582', 'logps/chosen': '-14.22', 'logps/rejected': '-60.4', 'logits/chosen': '-110.1', 'logits/rejected': '-101.1', 'epoch': '0.9216'}
{'loss': '0.07388', 'grad_norm': '0.7427', 'learning_rate': '3.705e-06', 'rewards/chosen': '-0.1046', 'rewards/rejected': '-4.908', 'rewards/accuracies': '0.9688', 'rewards/margins': '4.803', 'logps/chosen': '-13.79', 'logps/rejected': '-62.11', 'logits/chosen': '-111', 'logits/rejected': '-102', 'epoch': '0.9264'}
{'loss': '0.1348', 'grad_norm': '2.401', 'learning_rate': '3.468e-06', 'rewards/chosen': '-0.1962', 'rewards/rejected': '-4.878', 'rewards/accuracies': '0.95', 'rewards/margins': '4.682', 'logps/chosen': '-14.74', 'logps/rejected': '-61.8', 'logits/chosen': '-111.5', 'logits/rejected': '-101.4', 'epoch': '0.9311'}
{'loss': '0.127', 'grad_norm': '2.233', 'learning_rate': '3.23e-06', 'rewards/chosen': '-0.1563', 'rewards/rejected': '-4.784', 'rewards/accuracies': '0.95', 'rewards/margins': '4.628', 'logps/chosen': '-14.43', 'logps/rejected': '-60.92', 'logits/chosen': '-111.9', 'logits/rejected': '-102.8', 'epoch': '0.9359'}
{'loss': '0.1488', 'grad_norm': '1.114', 'learning_rate': '2.993e-06', 'rewards/chosen': '-0.1873', 'rewards/rejected': '-4.911', 'rewards/accuracies': '0.9469', 'rewards/margins': '4.723', 'logps/chosen': '-14.54', 'logps/rejected': '-62.09', 'logits/chosen': '-110.7', 'logits/rejected': '-101.3', 'epoch': '0.9406'}
{'loss': '0.1312', 'grad_norm': '1.954', 'learning_rate': '2.755e-06', 'rewards/chosen': '-0.09729', 'rewards/rejected': '-4.997', 'rewards/accuracies': '0.9625', 'rewards/margins': '4.9', 'logps/chosen': '-13.74', 'logps/rejected': '-63.04', 'logits/chosen': '-110.9', 'logits/rejected': '-100.1', 'epoch': '0.9454'}
{'loss': '0.1597', 'grad_norm': '4.597', 'learning_rate': '2.518e-06', 'rewards/chosen': '-0.2603', 'rewards/rejected': '-4.657', 'rewards/accuracies': '0.9438', 'rewards/margins': '4.397', 'logps/chosen': '-15.29', 'logps/rejected': '-59.52', 'logits/chosen': '-110.3', 'logits/rejected': '-101', 'epoch': '0.9501'}
{'loss': '0.1142', 'grad_norm': '2.158', 'learning_rate': '2.28e-06', 'rewards/chosen': '-0.1496', 'rewards/rejected': '-4.992', 'rewards/accuracies': '0.95', 'rewards/margins': '4.842', 'logps/chosen': '-14.22', 'logps/rejected': '-62.99', 'logits/chosen': '-111.3', 'logits/rejected': '-101.5', 'epoch': '0.9549'}
{'loss': '0.1255', 'grad_norm': '2.667', 'learning_rate': '2.043e-06', 'rewards/chosen': '-0.217', 'rewards/rejected': '-4.895', 'rewards/accuracies': '0.9563', 'rewards/margins': '4.678', 'logps/chosen': '-14.88', 'logps/rejected': '-61.95', 'logits/chosen': '-110.1', 'logits/rejected': '-101.1', 'epoch': '0.9596'}
{'loss': '0.1918', 'grad_norm': '4.207', 'learning_rate': '1.805e-06', 'rewards/chosen': '-0.3187', 'rewards/rejected': '-4.629', 'rewards/accuracies': '0.9281', 'rewards/margins': '4.31', 'logps/chosen': '-15.85', 'logps/rejected': '-59.23', 'logits/chosen': '-111.2', 'logits/rejected': '-103.5', 'epoch': '0.9644'}
{'loss': '0.1337', 'grad_norm': '4.287', 'learning_rate': '1.568e-06', 'rewards/chosen': '-0.2108', 'rewards/rejected': '-4.68', 'rewards/accuracies': '0.9625', 'rewards/margins': '4.469', 'logps/chosen': '-14.75', 'logps/rejected': '-59.72', 'logits/chosen': '-110.8', 'logits/rejected': '-102', 'epoch': '0.9691'}
{'loss': '0.1468', 'grad_norm': '4.052', 'learning_rate': '1.33e-06', 'rewards/chosen': '-0.254', 'rewards/rejected': '-4.689', 'rewards/accuracies': '0.9312', 'rewards/margins': '4.435', 'logps/chosen': '-15.14', 'logps/rejected': '-59.81', 'logits/chosen': '-111.3', 'logits/rejected': '-103.3', 'epoch': '0.9739'}
{'loss': '0.1608', 'grad_norm': '1.881', 'learning_rate': '1.093e-06', 'rewards/chosen': '-0.2246', 'rewards/rejected': '-4.723', 'rewards/accuracies': '0.9469', 'rewards/margins': '4.498', 'logps/chosen': '-14.99', 'logps/rejected': '-60.22', 'logits/chosen': '-110.7', 'logits/rejected': '-101.3', 'epoch': '0.9786'}
{'loss': '0.1207', 'grad_norm': '2.384', 'learning_rate': '8.551e-07', 'rewards/chosen': '-0.2143', 'rewards/rejected': '-4.804', 'rewards/accuracies': '0.9594', 'rewards/margins': '4.59', 'logps/chosen': '-14.75', 'logps/rejected': '-60.96', 'logits/chosen': '-110', 'logits/rejected': '-100.8', 'epoch': '0.9834'}
{'loss': '0.0912', 'grad_norm': '1.208', 'learning_rate': '6.176e-07', 'rewards/chosen': '-0.2087', 'rewards/rejected': '-4.716', 'rewards/accuracies': '0.9594', 'rewards/margins': '4.507', 'logps/chosen': '-14.81', 'logps/rejected': '-60.18', 'logits/chosen': '-111.3', 'logits/rejected': '-102.7', 'epoch': '0.9881'}
{'loss': '0.115', 'grad_norm': '3.517', 'learning_rate': '3.8e-07', 'rewards/chosen': '-0.2032', 'rewards/rejected': '-4.698', 'rewards/accuracies': '0.95', 'rewards/margins': '4.495', 'logps/chosen': '-14.74', 'logps/rejected': '-60.01', 'logits/chosen': '-111.1', 'logits/rejected': '-102.1', 'epoch': '0.9929'}
{'loss': '0.1471', 'grad_norm': '2.125', 'learning_rate': '1.425e-07', 'rewards/chosen': '-0.1921', 'rewards/rejected': '-4.789', 'rewards/accuracies': '0.9438', 'rewards/margins': '4.596', 'logps/chosen': '-14.7', 'logps/rejected': '-60.98', 'logits/chosen': '-110', 'logits/rejected': '-100.1', 'epoch': '0.9976'}
{'eval_loss': '0.2288', 'eval_runtime': '6.337', 'eval_samples_per_second': '137.6', 'eval_steps_per_second': '2.209', 'eval_rewards/chosen': '-0.09825', 'eval_rewards/rejected': '-4.517', 'eval_rewards/accuracies': '0.9132', 'eval_rewards/margins': '4.419', 'eval_logps/chosen': '-14.61', 'eval_logps/rejected': '-58.99', 'eval_logits/chosen': '-117.3', 'eval_logits/rejected': '-108.2', 'epoch': '1'}
{'train_runtime': '1034', 'train_samples_per_second': '65.14', 'train_steps_per_second': '2.036', 'train_loss': '0.1903', 'epoch': '1'}
